CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
CA7C7MGB4R,0,1059,1177,10.4906,8.2614,1.1114,0,0,0.5752,0.0821,0.0,0.0,0,0,0.5045,0.075,0.0,0.0,0,0,0.4654,0.0237,0.0,0.0,0,0,0.7769,0.0006,0.0,0.0,199,126,0.6332,0.0391,0.1879,0.1691,334,173,0.518,0.1782,0.3154,0.2838,30,14,0.4667,0.005,0.0283,0.0255,450,228,0.5067,0.1534,0.4249,0.3823,0,0,0.587,0.0316,0.0,0.0,0,0,0.6124,0.0747,0.0,0.0,164,82,0.5,0.0727,0.1549,0.1393,1177,623,0.5293,0.939,1.1114,1.0,Low,1,0,0,1,0,591,1
CA7N830VTX,89368,121866,308727,1.3636,3.4546,2.5333,8328,4134,0.4964,0.0932,0.0683,0.027,0,0,0.5051,0.0,0.0,0.0,22986,15220,0.6621,0.2572,0.1886,0.0745,0,0,0.7614,0.0,0.0,0.0,0,0,0.6419,0.0,0.0,0.0,5491,2831,0.5156,0.0614,0.0451,0.0178,2216,656,0.296,0.0248,0.0182,0.0072,0,0,0.5061,0.0,0.0,0.0,2030,925,0.4557,0.0227,0.0167,0.0066,37521,18260,0.4867,0.4198,0.3079,0.1215,2672,1341,0.5019,0.0299,0.0219,0.0087,81244,43367,0.5338,0.9091,0.6667,0.2632,No,1,0,0,1,0,609,1
CA95XAQOJ1,265243,682052,1989320,2.5714,7.5,2.9167,17317,7478,0.4318,0.0653,0.0254,0.0087,0,0,0.5025,0.0,0.0,0.0,27953,14284,0.511,0.1054,0.041,0.0141,0,0,0.678,0.0,0.0,0.0,0,0,0.5024,0.0,0.0,0.0,30161,15599,0.5172,0.1137,0.0442,0.0152,9804,3383,0.3451,0.037,0.0144,0.0049,0,0,0.5061,0.0,0.0,0.0,12153,6084,0.5006,0.0458,0.0178,0.0061,77471,49998,0.6454,0.2921,0.1136,0.0389,14600,7381,0.5055,0.055,0.0214,0.0073,189459,104207,0.55,0.7143,0.2778,0.0952,No,1,0,0,1,0,552,0
CA9HZRMSGS,216406,613149,1677143,2.8333,7.75,2.7353,2534,959,0.3785,0.0117,0.0041,0.0015,34248,17216,0.5027,0.1583,0.0559,0.0204,9346,4754,0.5087,0.0432,0.0152,0.0056,0,0,1.2102,0.0,0.0,0.0,0,0,0.5513,0.0,0.0,0.0,68365,33990,0.4972,0.3159,0.1115,0.0408,7935,1434,0.1807,0.0367,0.0129,0.0047,0,0,0.506,0.0,0.0,0.0,7638,3824,0.5007,0.0353,0.0125,0.0046,31887,3851,0.1208,0.1473,0.052,0.019,18385,9221,0.5016,0.085,0.03,0.011,180338,75249,0.4173,0.8333,0.2941,0.1075,No,1,1,0,1,1,625,0
CABRK0ZO7Z,233050,563203,1301194,2.4167,5.5833,2.3103,4303,2485,0.5775,0.0185,0.0076,0.0033,37863,19030,0.5026,0.1625,0.0672,0.0291,13532,8536,0.6308,0.0581,0.024,0.0104,0,0,0.6401,0.0,0.0,0.0,0,0,0.5623,0.0,0.0,0.0,94250,56455,0.599,0.4044,0.1673,0.0724,16492,6895,0.4181,0.0708,0.0293,0.0127,0,0,0.506,0.0,0.0,0.0,7682,3497,0.4552,0.033,0.0136,0.0059,0,0,0.1989,0.0,0.0,0.0,20086,10036,0.4997,0.0862,0.0357,0.0154,194208,106934,0.5506,0.8333,0.3448,0.1493,No,1,1,0,1,1,562,0
CABV32P9HO,37159,598676,24773,16.1112,0.6667,0.0414,1352,367,0.2714,0.0364,0.0023,0.0546,0,0,0.5039,0.0,0.0,0.0,7326,3716,0.5072,0.1972,0.0122,0.2957,0,0,1.1747,0.0,0.0,0.0,0,0,0.5183,0.0,0.0,0.0,8319,4035,0.485,0.2239,0.0139,0.3358,4978,1829,0.3674,0.134,0.0083,0.2009,0,0,0.5062,0.0,0.0,0.0,396,198,0.5,0.0107,0.0007,0.016,15586,9477,0.608,0.4194,0.026,0.6292,3331,1678,0.5038,0.0896,0.0056,0.1345,41288,21300,0.5159,1.1111,0.069,1.6667,No,1,0,0,1,0,633,0
CABZ7TDSKM,82169,664821,112048,8.0909,1.3636,0.1685,941,106,0.1126,0.0115,0.0014,0.0084,0,0,0.5048,0.0,0.0,0.0,9510,4878,0.5129,0.1157,0.0143,0.0849,0,0,1.1263,0.0,0.0,0.0,0,0,0.4196,0.0,0.0,0.0,9917,4329,0.4365,0.1207,0.0149,0.0885,7704,1149,0.1491,0.0938,0.0116,0.0688,19614,9927,0.5061,0.2387,0.0295,0.175,473,258,0.5455,0.0058,0.0007,0.0042,22194,6317,0.2846,0.2701,0.0334,0.1981,4346,2170,0.4993,0.0529,0.0065,0.0388,74699,29134,0.39,0.9091,0.1124,0.6667,No,1,0,1,1,0,665,0
CADDTU079K,145146,261263,769274,1.8,5.3,2.9444,12976,4715,0.3634,0.0894,0.0497,0.0169,0,0,0.5031,0.0,0.0,0.0,25488,12855,0.5044,0.1756,0.0976,0.0331,0,0,0.8017,0.0,0.0,0.0,11372,5205,0.4577,0.0783,0.0435,0.0148,8705,4502,0.5172,0.06,0.0333,0.0113,1511,0,0.1106,0.0104,0.0058,0.002,24187,12241,0.5061,0.1666,0.0926,0.0314,3211,1753,0.5459,0.0221,0.0123,0.0042,53501,27320,0.5106,0.3686,0.2048,0.0695,4195,2110,0.503,0.0289,0.0161,0.0055,145146,70701,0.4871,1.0,0.5556,0.1887,High,1,0,1,1,0,581,1
CADX5PJRJV,9045,7538,0,0.8334,0.0,0.0,178,80,0.4494,0.0197,0.0236,0.0643,369,185,0.5014,0.0408,0.049,0.0,4817,2466,0.5119,0.5326,0.639,0.2826,0,0,0.7183,0.0,0.0,0.0,0,0,0.5111,0.0,0.0,0.0191,754,382,0.5066,0.0834,0.1,0.2252,0,0,0.8409,0.0,0.0,0.2506,0,0,0.5061,0.0,0.0,0.0,0,0,0.5397,0.0,0.0,0.0,8957,4710,0.5258,0.9903,1.1882,0.0,0,0,0.5035,0.0,0.0,0.0434,15075,7823,0.5189,1.6667,1.9999,2.3184,No,0,0,0,1,0,615,0
CAE4RF9RY4,284497,386103,2154047,1.3571,7.5714,5.5789,13745,10195,0.7417,0.0483,0.0356,0.0064,5523,2780,0.5033,0.0194,0.0143,0.0026,20855,10657,0.511,0.0733,0.054,0.0097,0,0,0.7148,0.0,0.0,0.0,8537,4928,0.5773,0.03,0.0221,0.004,27177,16160,0.5946,0.0955,0.0704,0.0126,9061,5164,0.5699,0.0318,0.0235,0.0042,0,0,0.5062,0.0,0.0,0.0,8398,3823,0.4552,0.0295,0.0218,0.0039,98874,65648,0.664,0.3475,0.2561,0.0459,11042,5571,0.5045,0.0388,0.0286,0.0051,203212,124926,0.6148,0.7143,0.5263,0.0943,High,1,1,0,1,0,583,0
CAERRA1A3I,54349,76089,293485,1.4,5.4,3.8571,8491,5442,0.6409,0.1562,0.1116,0.0289,4059,2034,0.5011,0.0747,0.0533,0.0138,12516,6339,0.5065,0.2303,0.1645,0.0426,0,0,0.3652,0.0,0.0,0.0,0,0,0.5225,0.0,0.0,0.0,4178,2148,0.5141,0.0769,0.0549,0.0142,726,509,0.7011,0.0134,0.0095,0.0025,0,0,0.5062,0.0,0.0,0.0,1680,840,0.5,0.0309,0.0221,0.0057,20684,10828,0.5235,0.3806,0.2718,0.0705,2015,1018,0.5052,0.0371,0.0265,0.0069,54349,29158,0.5365,1.0,0.7143,0.1852,No,1,1,0,1,0,578,1
CAFC8DV0ZR,97870,156593,861260,1.6,8.8,5.5,4931,714,0.1448,0.0504,0.0315,0.0057,3086,1549,0.5019,0.0315,0.0197,0.0036,15192,9475,0.6237,0.1552,0.097,0.0176,0,0,0.8062,0.0,0.0,0.0,0,0,0.479,0.0,0.0,0.0,12182,5996,0.4922,0.1245,0.0778,0.0141,1762,310,0.1759,0.018,0.0113,0.002,16723,8463,0.5061,0.1709,0.1068,0.0194,5168,2587,0.5006,0.0528,0.033,0.006,0,0,0.4427,0.0,0.0,0.0,6203,3124,0.5036,0.0634,0.0396,0.0072,65247,32218,0.4938,0.6667,0.4167,0.0758,No,1,1,1,1,0,560,1
CAHCN8ZHWP,169469,550774,734365,3.25,4.3333,1.3333,10624,33,0.0031,0.0627,0.0193,0.0145,0,0,0.5016,0.0,0.0,0.0,30594,15605,0.5101,0.1805,0.0555,0.0417,0,0,0.6125,0.0,0.0,0.0,0,0,0.4755,0.0,0.0,0.0,25553,9568,0.3744,0.1508,0.0464,0.0348,2139,2139,1.0,0.0126,0.0039,0.0029,43026,21775,0.5061,0.2539,0.0781,0.0586,13295,6656,0.5006,0.0785,0.0241,0.0181,0,0,0.4527,0.0,0.0,0.0,15993,7993,0.4998,0.0944,0.029,0.0218,141224,63769,0.4515,0.8333,0.2564,0.1923,No,1,1,0,1,0,636,0
CAJISKKBGT,70683,113093,332210,1.6,4.7,2.9375,6092,2605,0.4276,0.0862,0.0539,0.0183,0,0,0.5004,0.0,0.0,0.0,14224,7287,0.5123,0.2012,0.1258,0.0428,114,0,0.8045,0.0016,0.001,0.0003,0,0,0.564,0.0,0.0,0.0,4827,2493,0.5165,0.0683,0.0427,0.0145,1401,853,0.6089,0.0198,0.0124,0.0042,13424,6794,0.5061,0.1899,0.1187,0.0404,1782,810,0.4545,0.0252,0.0158,0.0054,26469,15176,0.5733,0.3745,0.234,0.0797,2350,1181,0.5026,0.0332,0.0208,0.0071,70683,37199,0.5263,1.0,0.625,0.2128,No,1,0,0,1,0,591,0
CAKL6GOL0Y,27213,356490,24492,13.1,0.9,0.0687,1094,551,0.5037,0.0402,0.0031,0.0447,0,0,0.5018,0.0,0.0,0.0,4101,2043,0.4982,0.1507,0.0115,0.1674,0,0,0.8349,0.0,0.0,0.0,0,0,0.5201,0.0,0.0,0.0,4976,2564,0.5153,0.1829,0.014,0.2032,4023,2341,0.5819,0.1478,0.0113,0.1643,0,0,0.5061,0.0,0.0,0.0,227,114,0.5022,0.0083,0.0006,0.0093,10922,5217,0.4777,0.4014,0.0306,0.4459,1870,941,0.5032,0.0687,0.0052,0.0764,27213,13771,0.506,1.0,0.0763,1.1111,No,1,0,0,1,0,615,0
CAL2LW3RG3,97627,48814,859118,0.5,8.8,17.5998,8148,858,0.1053,0.0835,0.1669,0.0095,0,0,0.5005,0.0,0.0,0.0,31345,15741,0.5022,0.3211,0.6421,0.0365,0,0,0.7531,0.0,0.0,0.0,15934,8646,0.5426,0.1632,0.3264,0.0185,8173,3190,0.3903,0.0837,0.1674,0.0095,936,343,0.3665,0.0096,0.0192,0.0011,0,0,0.506,0.0,0.0,0.0,4177,2091,0.5006,0.0428,0.0856,0.0049,23893,5407,0.2263,0.2447,0.4895,0.0278,5021,2528,0.5035,0.0514,0.1029,0.0058,97627,38804,0.3975,1.0,2.0,0.1136,High,1,0,0,1,0,550,0
CAL4GSGB2J,55889,430345,5589,7.7,0.1,0.013,2553,1954,0.7654,0.0457,0.0059,0.4568,0,0,0.5018,0.0,0.0,0.0,6801,3442,0.5061,0.1217,0.0158,1.2169,0,0,1.1675,0.0,0.0,0.0,570,318,0.5579,0.0102,0.0013,0.102,8735,4647,0.532,0.1563,0.0203,1.5629,6061,3019,0.4981,0.1084,0.0141,1.0845,0,0,0.506,0.0,0.0,0.0,341,155,0.4545,0.0061,0.0008,0.061,27661,18311,0.662,0.4949,0.0643,4.9492,3167,1591,0.5024,0.0567,0.0074,0.5666,55889,33437,0.5983,1.0,0.1299,9.9998,Low,1,0,0,1,0,632,0
CAL6KK505C,45259,457116,58837,10.1,1.3,0.1287,1540,810,0.526,0.034,0.0034,0.0262,0,0,0.5005,0.0,0.0,0.0,5699,2848,0.4997,0.1259,0.0125,0.0969,0,0,0.3391,0.0,0.0,0.0,0,0,0.5216,0.0,0.0,0.0,6968,3606,0.5175,0.154,0.0152,0.1184,4104,1674,0.4079,0.0907,0.009,0.0698,11820,5982,0.5061,0.2612,0.0259,0.2009,286,130,0.4545,0.0063,0.0006,0.0049,12219,7308,0.5981,0.27,0.0267,0.2077,2623,1322,0.504,0.058,0.0057,0.0446,45259,23680,0.5232,1.0,0.099,0.7692,No,1,0,0,1,0,646,0
CAMAA1DYZP,197676,303103,803882,1.5333,4.0667,2.6522,7585,1586,0.2091,0.0384,0.025,0.0094,0,0,0.5009,0.0,0.0,0.0,34349,17492,0.5092,0.1738,0.1133,0.0427,0,0,1.2371,0.0,0.0,0.0,19140,8365,0.437,0.0968,0.0631,0.0238,34646,16779,0.4843,0.1753,0.1143,0.0431,4542,295,0.0649,0.023,0.015,0.0057,0,0,0.5062,0.0,0.0,0.0,13659,7458,0.546,0.0691,0.0451,0.017,0,0,0.5143,0.0,0.0,0.0,17863,9013,0.5046,0.0904,0.0589,0.0222,131784,60988,0.4628,0.6667,0.4348,0.1639,High,1,0,0,1,0,643,1
CAOV8CXXHQ,48536,281509,97072,5.8,2.0,0.3448,1332,167,0.1254,0.0274,0.0047,0.0137,0,0,0.5046,0.0,0.0,0.0,8838,4434,0.5017,0.1821,0.0314,0.091,147,118,0.8027,0.003,0.0005,0.0015,0,0,0.514,0.0,0.0,0.0,10844,5580,0.5146,0.2234,0.0385,0.1117,7420,1019,0.1373,0.1529,0.0264,0.0764,0,0,0.506,0.0,0.0,0.0,480,240,0.5,0.0099,0.0017,0.0049,15411,10488,0.6806,0.3175,0.0547,0.1588,4064,2048,0.5039,0.0837,0.0144,0.0419,48536,24094,0.4964,1.0,0.1724,0.5,No,1,0,0,1,0,614,0
CAPI8ENH8A,345362,518043,3379612,1.5,9.7857,6.5238,22163,9671,0.4364,0.0642,0.0428,0.0066,0,0,0.503,0.0,0.0,0.0,35303,18175,0.5148,0.1022,0.0681,0.0104,0,0,0.9013,0.0,0.0,0.0,0,0,0.4658,0.0,0.0,0.0,38116,19710,0.5171,0.1104,0.0736,0.0113,13330,9001,0.6752,0.0386,0.0257,0.0039,0,0,0.506,0.0,0.0,0.0,11506,5120,0.445,0.0333,0.0222,0.0034,107765,63229,0.5867,0.312,0.208,0.0319,18504,9311,0.5032,0.0536,0.0357,0.0055,246687,134217,0.5441,0.7143,0.4762,0.073,No,1,1,0,1,0,560,0
CAPY7RIEN6,137264,846464,1967456,6.1667,14.3334,2.3243,5460,2785,0.5101,0.0398,0.0065,0.0028,0,0,0.5088,0.0,0.0,0.0,7724,5034,0.6517,0.0563,0.0091,0.0039,0,0,0.9041,0.0,0.0,0.0,0,0,0.5843,0.0,0.0,0.0,40976,21183,0.517,0.2985,0.0484,0.0208,8756,2537,0.2897,0.0638,0.0103,0.0045,0,0,0.5061,0.0,0.0,0.0,4032,1835,0.4551,0.0294,0.0048,0.002,36855,17652,0.479,0.2685,0.0435,0.0187,10584,5321,0.5027,0.0771,0.0125,0.0054,114387,56347,0.4926,0.8333,0.1351,0.0581,No,1,1,0,1,1,506,0
CAQ4MBNAJJ,191412,462579,797550,2.4167,4.1667,1.7241,5740,415,0.0723,0.03,0.0124,0.0072,5312,2674,0.5034,0.0278,0.0115,0.0067,20205,10225,0.5061,0.1056,0.0437,0.0253,0,0,0.6704,0.0,0.0,0.0,0,0,0.4896,0.0,0.0,0.0,21152,10490,0.4959,0.1105,0.0457,0.0265,6917,4295,0.6209,0.0361,0.015,0.0087,0,0,0.506,0.0,0.0,0.0,8110,4429,0.5461,0.0424,0.0175,0.0102,81408,43329,0.5322,0.4253,0.176,0.1021,10666,5378,0.5042,0.0557,0.0231,0.0134,159510,81235,0.5093,0.8333,0.3448,0.2,No,1,0,0,1,0,617,0
CAQ5MEZ4HG,351377,849161,4743587,2.4167,13.5,5.5862,7417,4758,0.6415,0.0211,0.0087,0.0016,28605,14373,0.5025,0.0814,0.0337,0.006,7685,3933,0.5118,0.0219,0.0091,0.0016,0,0,0.6174,0.0,0.0,0.0,2459,1410,0.5734,0.007,0.0029,0.0005,73706,45247,0.6139,0.2098,0.0868,0.0155,15634,10129,0.6479,0.0445,0.0184,0.0033,62691,31728,0.5061,0.1784,0.0738,0.0132,5790,2636,0.4553,0.0165,0.0068,0.0012,73691,45754,0.6209,0.2097,0.0868,0.0155,15136,7598,0.502,0.0431,0.0178,0.0032,292814,167566,0.5723,0.8333,0.3448,0.0617,High,1,1,1,1,1,510,0
CAQBAEH69B,34093,288244,58889,8.4546,1.7273,0.2043,1407,600,0.4264,0.0413,0.0049,0.0239,0,0,0.4986,0.0,0.0,0.0,6109,3092,0.5061,0.1792,0.0212,0.1037,0,0,0.5853,0.0,0.0,0.0,0,0,0.3798,0.0,0.0,0.0,8075,4421,0.5475,0.2369,0.028,0.1371,2397,677,0.2824,0.0703,0.0083,0.0407,0,0,0.5062,0.0,0.0,0.0,336,168,0.5,0.0099,0.0012,0.0057,9845,1307,0.1328,0.2888,0.0342,0.1672,2825,1417,0.5016,0.0829,0.0098,0.048,30994,11682,0.3769,0.9091,0.1075,0.5263,No,1,0,0,1,0,619,1
CAR5CDVB8D,95836,139398,270084,1.4545,2.8182,1.9375,13635,11447,0.8395,0.1423,0.0978,0.0505,4383,2204,0.5029,0.0457,0.0314,0.0162,13295,6749,0.5076,0.1387,0.0954,0.0492,0,0,0.7773,0.0,0.0,0.0,5997,3992,0.6657,0.0626,0.043,0.0222,5423,3225,0.5947,0.0566,0.0389,0.0201,1963,1429,0.728,0.0205,0.0141,0.0073,0,0,0.506,0.0,0.0,0.0,1824,912,0.5,0.019,0.0131,0.0068,38406,22708,0.5913,0.4007,0.2755,0.1422,2198,1111,0.5055,0.0229,0.0158,0.0081,87124,53777,0.6172,0.9091,0.625,0.3226,High,1,0,0,1,0,587,0
CARNE55YT1,140301,739767,2270319,5.2727,16.1818,3.069,2620,0,0.4733,0.0187,0.0035,0.0012,15290,7696,0.5033,0.109,0.0207,0.0067,4147,2110,0.5088,0.0296,0.0056,0.0018,0,0,1.4096,0.0,0.0,0.0,1309,802,0.6127,0.0093,0.0018,0.0006,31543,16312,0.5171,0.2248,0.0426,0.0139,3868,993,0.2567,0.0276,0.0052,0.0017,33603,17007,0.5061,0.2395,0.0454,0.0148,3387,1695,0.5004,0.0241,0.0046,0.0015,23635,11331,0.4794,0.1685,0.0319,0.0104,8144,4090,0.5022,0.058,0.011,0.0036,127546,62036,0.4864,0.9091,0.1724,0.0562,High,1,0,1,1,1,483,1
CASB0EDEAX,57832,86748,439523,1.5,7.6,5.0667,10890,9332,0.8569,0.1883,0.1255,0.0248,3054,1534,0.5023,0.0528,0.0352,0.0069,9308,4746,0.5099,0.1609,0.1073,0.0212,0,0,0.8779,0.0,0.0,0.0,0,0,0.5004,0.0,0.0,0.0,3220,1693,0.5258,0.0557,0.0371,0.0073,1218,677,0.5558,0.0211,0.014,0.0028,0,0,0.5063,0.0,0.0,0.0,848,424,0.5,0.0147,0.0098,0.0019,27770,18604,0.6699,0.4802,0.3201,0.0632,1524,768,0.5039,0.0264,0.0176,0.0035,57832,37778,0.6532,1.0,0.6667,0.1316,No,1,1,0,1,0,537,0
CAVGMAGIW9,322478,996751,2755723,3.0909,8.5455,2.7647,12221,2913,0.2384,0.0379,0.0123,0.0044,9370,4702,0.5018,0.0291,0.0094,0.0034,35237,17691,0.5021,0.1093,0.0354,0.0128,0,0,0.6102,0.0,0.0,0.0,14857,6826,0.4594,0.0461,0.0149,0.0054,32930,14126,0.429,0.1021,0.033,0.0119,8040,1372,0.1706,0.0249,0.0081,0.0029,50445,25530,0.5061,0.1564,0.0506,0.0183,12991,6502,0.5005,0.0403,0.013,0.0047,98390,41913,0.426,0.3051,0.0987,0.0357,18681,9405,0.5035,0.0579,0.0187,0.0068,293162,130980,0.4468,0.9091,0.2941,0.1064,High,1,1,1,1,0,562,0
CB0ML6DBP2,414704,452405,791708,1.0909,1.9091,1.75,22159,15163,0.6843,0.0534,0.049,0.028,10243,5143,0.5021,0.0247,0.0226,0.0129,38530,19506,0.5063,0.0929,0.0852,0.0487,0,0,0.8964,0.0,0.0,0.0,0,0,0.5403,0.0,0.0,0.0,48189,27909,0.5792,0.1162,0.1065,0.0609,19166,14292,0.7457,0.0462,0.0424,0.0242,54808,27738,0.5061,0.1322,0.1211,0.0692,15526,8479,0.5461,0.0374,0.0343,0.0196,148050,86823,0.5864,0.357,0.3273,0.187,20333,10254,0.5043,0.049,0.0449,0.0257,377004,215307,0.5711,0.9091,0.8333,0.4762,No,1,1,1,1,0,577,1
CB1P9KYNCA,160629,219039,496488,1.3636,3.0909,2.2667,11864,8721,0.7351,0.0739,0.0542,0.0239,4858,2433,0.5008,0.0302,0.0222,0.0098,18483,9399,0.5085,0.1151,0.0844,0.0372,0,0,0.9969,0.0,0.0,0.0,0,0,0.4702,0.0,0.0,0.0,19999,10349,0.5175,0.1245,0.0913,0.0403,5796,3503,0.6044,0.0361,0.0265,0.0117,0,0,0.5061,0.0,0.0,0.0,7393,4037,0.5461,0.046,0.0338,0.0149,67951,39223,0.5772,0.423,0.3102,0.1369,9682,4860,0.502,0.0603,0.0442,0.0195,146026,82525,0.5651,0.9091,0.6667,0.2941,No,1,0,0,1,0,622,0
CB1TI72N5B,66682,666820,54558,10.0,0.8182,0.0818,2181,1166,0.5346,0.0327,0.0033,0.04,0,0,0.5011,0.0,0.0,0.0,4692,2385,0.5083,0.0704,0.007,0.086,0,0,1.0368,0.0,0.0,0.0,453,224,0.4945,0.0068,0.0007,0.0083,7937,5163,0.6505,0.119,0.0119,0.1455,8704,7168,0.8235,0.1305,0.0131,0.1595,9709,4914,0.5061,0.1456,0.0146,0.178,210,105,0.5,0.0031,0.0003,0.0038,24568,16825,0.6848,0.3684,0.0368,0.4503,2166,1081,0.4991,0.0325,0.0032,0.0397,60620,39031,0.6439,0.9091,0.0909,1.1111,Low,1,1,0,1,0,613,0
CB1TUY9VRQ,44190,253090,40173,5.7273,0.9091,0.1587,1909,1385,0.7255,0.0432,0.0075,0.0475,0,0,0.502,0.0,0.0,0.0,3991,2054,0.5147,0.0903,0.0158,0.0993,0,0,0.7207,0.0,0.0,0.0,397,193,0.4861,0.009,0.0016,0.0099,5882,3508,0.5964,0.1331,0.0232,0.1464,5817,2994,0.5147,0.1316,0.023,0.1448,0,0,0.5062,0.0,0.0,0.0,216,108,0.5,0.0049,0.0009,0.0054,20107,14539,0.7231,0.455,0.0794,0.5005,1854,937,0.5054,0.042,0.0073,0.0462,40173,25718,0.6402,0.9091,0.1587,1.0,Low,1,0,0,1,0,613,0
CB28612QXA,7587,3035,0,0.4,0.0,0.0,26,0,0.2263,0.0034,0.0086,0.0,0,0,0.5041,0.0,0.0,0.0025,2684,1377,0.513,0.3538,0.8843,0.0,0,0,0.4479,0.0,0.0,0.001,0,0,0.4811,0.0,0.0,0.0,335,139,0.4149,0.0442,0.1104,0.0,0,0,0.5847,0.0,0.0,0.2971,0,0,0.5061,0.0,0.0,0.0,0,0,0.5059,0.0,0.0,0.0129,4542,2189,0.4819,0.5987,1.4965,0.3855,0,0,0.4997,0.0,0.0,0.0453,7587,3705,0.4883,1.0,2.4998,1.1218,No,0,0,0,1,0,691,0
CB3H4NFHL2,151294,272329,1149834,1.8,7.6,4.2222,10640,4311,0.4052,0.0703,0.0391,0.0093,8239,4149,0.5036,0.0545,0.0303,0.0072,34370,22331,0.6497,0.2272,0.1262,0.0299,0,0,1.2232,0.0,0.0,0.0,15465,8314,0.5376,0.1022,0.0568,0.0134,8448,4347,0.5146,0.0558,0.031,0.0073,1480,481,0.325,0.0098,0.0054,0.0013,23592,11940,0.5061,0.1559,0.0866,0.0205,3416,1710,0.5006,0.0226,0.0125,0.003,41549,21506,0.5176,0.2746,0.1526,0.0361,4095,2057,0.5023,0.0271,0.015,0.0036,151294,81146,0.5363,1.0,0.5556,0.1316,High,1,1,1,1,0,523,1
CB4Z08TICT,283687,894706,1920345,3.1538,6.7692,2.1463,10255,3793,0.3699,0.0361,0.0115,0.0053,0,0,0.4992,0.0,0.0,0.0,36830,18813,0.5108,0.1298,0.0412,0.0192,0,0,0.4507,0.0,0.0,0.0,20627,10096,0.4895,0.0727,0.0231,0.0107,36866,17263,0.4683,0.13,0.0412,0.0192,15657,6341,0.405,0.0552,0.0175,0.0082,0,0,0.5063,0.0,0.0,0.0,12167,6768,0.5563,0.0429,0.0136,0.0063,66245,30081,0.4541,0.2335,0.074,0.0345,19574,9876,0.5045,0.069,0.0219,0.0102,218221,103031,0.4721,0.7692,0.2439,0.1136,High,1,1,0,1,0,629,0
CB5VXZMSK0,201724,161380,322759,0.8,1.6,2.0,11575,5304,0.4582,0.0574,0.0717,0.0359,0,0,0.5027,0.0,0.0,0.0,14698,7432,0.5056,0.0729,0.0911,0.0455,0,0,0.7305,0.0,0.0,0.0,0,0,0.5833,0.0,0.0,0.0,15669,8068,0.5149,0.0777,0.0971,0.0485,5447,1833,0.3365,0.027,0.0338,0.0169,20397,10323,0.5061,0.1011,0.1264,0.0632,6302,3155,0.5006,0.0312,0.0391,0.0195,52812,25496,0.4828,0.2618,0.3273,0.1636,7583,3808,0.5022,0.0376,0.047,0.0235,134483,65419,0.4864,0.6667,0.8333,0.4167,No,1,0,0,1,0,661,0
CB602S9XK3,45687,18275,260416,0.4,5.7,14.2498,2026,503,0.2483,0.0443,0.1109,0.0078,0,0,0.5012,0.0,0.0,0.0,9137,4671,0.5112,0.2,0.5,0.0351,200,82,0.41,0.0044,0.0109,0.0008,0,0,0.4508,0.0,0.0,0.0,2565,1054,0.4109,0.0561,0.1404,0.0098,1160,444,0.3828,0.0254,0.0635,0.0045,8629,4366,0.506,0.1889,0.4722,0.0331,1144,520,0.4545,0.025,0.0626,0.0044,19327,8222,0.4254,0.423,1.0576,0.0742,1499,752,0.5017,0.0328,0.082,0.0058,45687,20614,0.4512,1.0,2.5,0.1754,No,1,0,1,1,0,601,0
